MageSuite,MageSuite
Bestsellers,Bestsellers
Cron,Cron
"Enable Daily Calculation","Enable Daily Calculation"
"Orders Period","Orders Period"
"Boosting Factors","Boosting Factors"
"Boosting Factor A","Boosting Factor A"
"Boosting Factor B","Boosting Factor B"
"Boosting Factor C","Boosting Factor C"
"Boosting Factor D","Boosting Factor D"
"Sold Out Decrease Factor","Sold Out Decrease Factor"
Sorting,Sorting
"Sorting Direction","Sorting Direction"
